account,date,engagement,tagged_with_tradwife,log_engagement
landladyadaogidi,2023-08-07 11:10:46,11,0,2.4849066497880004
myllagh,2023-08-07 12:37:38,306,1,5.726847747587197
landladyadaogidi,2023-08-07 13:18:42,13,0,2.6390573296152584
landladyadaogidi,2023-08-07 13:42:48,9,0,2.302585092994046
landladyadaogidi,2023-08-07 13:43:31,16,0,2.833213344056216
locdthugga,2023-08-07 13:46:42,47,0,3.871201010907891
thecortesclan,2023-08-07 13:54:43,60,0,4.110873864173311
landladyadaogidi,2023-08-07 16:47:25,4,0,1.6094379124341003
btokbeauty2,2023-08-07 17:08:01,19,0,2.995732273553991
the.wicked.peach.life,2023-08-07 21:37:18,53,0,3.9889840465642745
moe.makes.magick,2023-08-07 23:56:07,29,0,3.4011973816621555
moe.makes.magick,2023-08-08 00:34:27,452,0,6.115892125483034
thatjoyfilledhome,2023-08-08 00:38:36,583,0,6.369900982828227
littlehouseonthepasture,2023-08-08 00:58:25,93,1,4.543294782270004
lifetaketwo,2023-08-08 06:26:11,144,0,4.976733742420574
fama_kente,2023-08-08 08:40:43,30,1,3.4339872044851463
theweddingguest,2023-08-08 10:56:16,18,1,2.9444389791664403
thatjoyfilledhome,2023-08-08 11:08:35,736,0,6.602587892189336
stephies_kente_parlour,2023-08-08 11:47:16,0,1,0.0
stephies_kente_parlour,2023-08-08 12:43:30,5,0,1.791759469228055
theweddingguest,2023-08-08 14:15:18,31,1,3.4657359027997265
thecortesclan,2023-08-08 14:53:12,103,0,4.6443908991413725
thymeandtenderness,2023-08-08 16:37:20,311,0,5.7430031878094825
btokbeauty2,2023-08-08 17:12:34,4,0,1.6094379124341003
2bebetterpodcast,2023-08-08 18:13:57,37788,0,10.539773333966417
landladyadaogidi,2023-08-08 19:40:09,17,0,2.8903717578961645
emergingmotherhood,2023-08-08 20:36:40,82,0,4.418840607796598
patriotic.peace,2023-08-08 21:36:08,91,1,4.5217885770490405
emergingmotherhood,2023-08-08 22:23:32,234,0,5.459585514144159
emergingmotherhood,2023-08-08 22:48:21,532,0,6.278521424165844
moe.makes.magick,2023-08-08 23:54:05,508,0,6.2324480165505225
thecortesclan,2023-08-09 01:52:08,52,0,3.970291913552122
lifetaketwo,2023-08-09 03:39:45,626,0,6.440946540632921
theweddingguest,2023-08-09 06:44:33,18,1,2.9444389791664403
stephies_kente_parlour,2023-08-09 09:24:40,1,1,0.6931471805599453
stayzontopp,2023-08-09 09:38:49,148,1,5.003946305945459
stephies_kente_parlour,2023-08-09 09:43:20,13,0,2.6390573296152584
stephies_kente_parlour,2023-08-09 09:53:17,10,1,2.3978952727983707
locdthugga,2023-08-09 11:27:20,31,0,3.4657359027997265
stephies_kente_parlour,2023-08-09 13:37:37,5,1,1.791759469228055
stephies_kente_parlour,2023-08-09 13:58:21,7,1,2.0794415416798357
myllagh,2023-08-09 14:57:09,40,1,3.713572066704308
2bebetterpodcast,2023-08-09 18:04:03,3461,0,8.149601735736155
littlehouseonthepasture,2023-08-09 19:11:23,69,1,4.248495242049359
thymeandtenderness,2023-08-09 22:00:43,68,0,4.23410650459726
littlehouseonthepasture,2023-08-10 00:34:36,68,1,4.23410650459726
thecortesclan,2023-08-10 01:59:05,88,0,4.48863636973214
landladyadaogidi,2023-08-12 14:14:01,25,0,3.258096538021482
thymeandtenderness,2023-08-12 15:58:28,250,0,5.5254529391317835
the.wicked.peach.life,2023-08-12 16:13:09,33,1,3.5263605246161616
thymeandtenderness,2023-08-12 16:37:07,490,0,6.19644412779452
landladyadaogidi,2023-08-12 17:31:21,8,0,2.1972245773362196
landladyadaogidi,2023-08-12 17:32:12,6,0,1.9459101490553132
landladyadaogidi,2023-08-12 17:33:16,5,0,1.791759469228055
landladyadaogidi,2023-08-12 17:33:56,16,0,2.833213344056216
landladyadaogidi,2023-08-12 17:36:07,12,0,2.5649493574615367
theweddingguest,2023-08-12 18:51:49,11,1,2.4849066497880004
the.wicked.peach.life,2023-08-12 19:58:26,28,0,3.367295829986474
moe.makes.magick,2023-08-12 23:10:54,788,0,6.670766320845874
thecortesclan,2023-08-13 00:13:27,91,0,4.5217885770490405
zmeweddings,2023-08-13 01:27:00,20,1,3.044522437723423
zmeweddings,2023-08-13 01:33:26,14,1,2.70805020110221
zmeweddings,2023-08-13 01:35:46,28,1,3.367295829986474
zmeweddings,2023-08-13 02:01:01,34,1,3.5553480614894135
zmeweddings,2023-08-13 02:07:19,13,1,2.6390573296152584
littlehouseonthepasture,2023-08-13 02:12:32,49,1,3.912023005428146
the.wicked.peach.life,2023-08-13 02:59:35,38,0,3.6635616461296463
the.wicked.peach.life,2023-08-13 05:30:00,10,0,2.3978952727983707
akinsanmiakinlabi,2023-08-13 10:08:23,64,0,4.174387269895637
zmeweddings,2023-08-13 10:47:57,8,1,2.1972245773362196
zmeweddings,2023-08-13 10:49:05,12,1,2.5649493574615367
zmeweddings,2023-08-13 10:49:44,5,1,1.791759469228055
zmeweddings,2023-08-13 10:51:13,11,1,2.4849066497880004
akinsanmiakinlabi,2023-08-13 11:30:00,4511,0,8.414495793177895
akinsanmiakinlabi,2023-08-13 11:30:13,30134,0,10.313442565917144
theweddingguest,2023-08-13 13:25:56,16,1,2.833213344056216
thecortesclan,2023-08-13 13:40:43,44,0,3.8066624897703196
thecortesclan,2023-08-13 15:18:07,110,0,4.709530201312334
nikkyevent,2023-08-13 15:34:42,323,0,5.780743515792329
nikkyevent,2023-08-13 15:47:55,377,0,5.934894195619588
the.wicked.peach.life,2023-08-13 16:21:58,35,0,3.58351893845611
moe.makes.magick,2023-08-13 17:21:59,170,0,5.14166355650266
thecortesclan,2023-08-13 17:41:41,80,0,4.394449154672439
mrs.blancarte,2023-08-13 17:48:10,15,1,2.772588722239781
fama_kente,2023-08-13 17:57:10,21,1,3.091042453358316
thymeandtenderness,2023-08-13 21:01:46,1087,1,6.992096427415888
zmeweddings,2023-08-13 21:39:39,34,1,3.5553480614894135
zmeweddings,2023-08-13 21:41:36,20,1,3.044522437723423
zmeweddings,2023-08-13 21:48:22,10,1,2.3978952727983707
zmeweddings,2023-08-13 21:51:20,27,1,3.332204510175204
thymeandtenderness,2023-08-14 00:13:32,46,0,3.8501476017100584
zmeweddings,2023-08-14 00:16:48,19,1,2.995732273553991
zmeweddings,2023-08-14 00:17:28,32,1,3.4965075614664802
zmeweddings,2023-08-14 00:17:51,15,1,2.772588722239781
moe.makes.magick,2023-08-14 00:47:20,253,0,5.537334267018537
locdthugga,2023-08-14 02:58:32,79,0,4.382026634673881
akinsanmiakinlabi,2023-08-14 10:16:24,406,0,6.008813185442595
akinsanmiakinlabi,2023-08-14 10:23:39,183,0,5.214935757608986
maman__sereine,2023-08-14 12:17:28,257,0,5.552959584921617
landladyadaogidi,2023-08-14 13:09:11,8,0,2.1972245773362196
thymeandtenderness,2023-08-14 13:13:34,186,0,5.231108616854587
landladyadaogidi,2023-08-14 13:24:56,12,0,2.5649493574615367
landladyadaogidi,2023-08-14 15:03:12,32,0,3.4965075614664802
maman__sereine,2023-08-14 16:11:01,96,0,4.574710978503383
thecortesclan,2023-08-14 16:34:35,116,0,4.762173934797756
zmeweddings,2023-08-14 17:43:15,9,1,2.302585092994046
zmeweddings,2023-08-14 17:47:37,20,1,3.044522437723423
zmeweddings,2023-08-14 17:48:10,22,1,3.1354942159291497
zmeweddings,2023-08-14 17:50:04,30,1,3.4339872044851463
aberrywonderfullife,2023-08-14 18:25:29,48,1,3.8918202981106265
theblazed_homemaker,2023-08-14 21:02:30,41,0,3.7376696182833684
littlehouseonthepasture,2023-08-14 21:37:32,53,0,3.9889840465642745
aberrywonderfullife,2023-08-14 21:46:12,148,1,5.003946305945459
zmeweddings,2023-08-14 22:30:25,21,1,3.091042453358316
thecortesclan,2023-08-14 22:51:43,63,0,4.1588830833596715
2bebetterpodcast,2023-08-14 23:24:54,32367,0,10.384925559407527
moe.makes.magick,2023-08-15 02:39:22,143,0,4.969813299576001
maman__sereine,2023-08-15 08:40:03,257,0,5.552959584921617
theblazed_homemaker,2023-08-15 11:27:04,17,0,2.8903717578961645
lifetaketwo,2023-08-15 11:49:57,256,0,5.54907608489522
landladyadaogidi,2023-08-15 13:07:10,23,0,3.1780538303479458
landladyadaogidi,2023-08-15 13:26:43,33,0,3.5263605246161616
the.wicked.peach.life,2023-08-15 13:28:33,62,0,4.143134726391533
the.wicked.peach.life,2023-08-15 15:40:40,29,1,3.4011973816621555
theblazed_homemaker,2023-08-15 16:03:20,50,0,3.9318256327243257
theweddingguest,2023-08-15 17:20:06,18,1,2.9444389791664403
lifetaketwo,2023-08-15 17:38:57,310,0,5.739792912179234
stayzontopp,2023-08-15 18:39:59,145,1,4.983606621708336
theblazed_homemaker,2023-08-15 19:08:40,8,0,2.1972245773362196
littlehouseonthepasture,2023-08-15 19:34:40,90,0,4.51085950651685
the.wicked.peach.life,2023-08-15 20:07:13,28,0,3.367295829986474
2bebetterpodcast,2023-08-15 20:17:15,188668,0,12.1477494359319
thekinkerbelle007,2023-08-15 22:02:12,39,0,3.6888794541139363
thekinkerbelle007,2023-08-15 22:06:54,37,0,3.6375861597263857
zmeweddings,2023-08-15 23:58:31,20,1,3.044522437723423
locdthugga,2023-08-16 01:18:29,30,0,3.4339872044851463
thecortesclan,2023-08-16 03:14:10,117,0,4.770684624465665
maman__sereine,2023-08-16 12:56:02,105,0,4.663439094112067
myllagh,2023-08-16 13:20:45,49,1,3.912023005428146
the.wicked.peach.life,2023-08-16 14:07:36,26,0,3.295836866004329
stephies_kente_parlour,2023-08-16 14:32:21,6,0,1.9459101490553132
the.wicked.peach.life,2023-08-16 15:30:05,61,0,4.127134385045092
emergingmotherhood,2023-08-16 16:30:11,401,0,5.996452088619021
thymeandtenderness,2023-08-16 17:09:17,65,0,4.189654742026425
emergingmotherhood,2023-08-16 17:11:58,327,0,5.793013608384144
theweddingguest,2023-08-16 17:30:41,40,1,3.713572066704308
thecortesclan,2023-08-16 17:41:47,124,0,4.8283137373023015
estiana90empire,2023-08-16 18:03:33,38,0,3.6635616461296463
estiana90empire,2023-08-16 18:11:51,61,0,4.127134385045092
the.wicked.peach.life,2023-08-16 18:12:28,10,0,2.3978952727983707
estiana90empire,2023-08-16 18:20:29,51,0,3.9512437185814275
zmeweddings,2023-08-16 18:56:31,32,1,3.4965075614664802
patriotic.peace,2023-08-16 19:30:15,163,0,5.099866427824199
emergingmotherhood,2023-08-16 19:35:28,73,0,4.30406509320417
zmeweddings,2023-08-16 19:46:40,35,1,3.58351893845611
zmeweddings,2023-08-16 20:01:03,52,1,3.970291913552122
patriotic.peace,2023-08-16 20:12:05,291,0,5.676753802268282
littlehouseonthepasture,2023-08-16 21:29:41,101,1,4.624972813284271
the.wicked.peach.life,2023-08-16 23:12:58,37,0,3.6375861597263857
locdthugga,2023-08-17 00:27:59,10,0,2.3978952727983707
littlehouseonthepasture,2023-08-17 02:37:51,65,1,4.189654742026425
the.wicked.peach.life,2023-08-17 03:51:54,39,0,3.6888794541139363
the.wicked.peach.life,2023-08-17 05:07:16,38,0,3.6635616461296463
fama_kente,2023-08-17 11:01:19,54,1,4.007333185232471
zmeweddings,2023-08-17 12:52:21,4,1,1.6094379124341003
theblazed_homemaker,2023-08-17 13:59:42,9,0,2.302585092994046
littlehouseonthepasture,2023-08-17 15:29:15,71,1,4.276666119016055
estiana90empire,2023-08-17 16:01:06,50,0,3.9318256327243257
landladyadaogidi,2023-08-17 16:02:22,32,0,3.4965075614664802
littlehouseonthepasture,2023-08-17 16:13:34,54,1,4.007333185232471
landladyadaogidi,2023-08-17 16:24:02,24,0,3.2188758248682006
lifetaketwo,2023-08-17 16:58:34,301,0,5.71042701737487
stephies_kente_parlour,2023-08-17 17:56:59,5,1,1.791759469228055
thymeandtenderness,2023-08-17 18:25:10,80,0,4.394449154672439
thymeandtenderness,2023-08-17 18:47:44,43,0,3.784189633918261
btokbeauty2,2023-08-17 19:02:19,9,0,2.302585092994046
theblazed_homemaker,2023-08-17 20:36:31,39,0,3.6888794541139363
locdthugga,2023-08-17 21:00:07,7,0,2.0794415416798357
moe.makes.magick,2023-08-18 00:46:26,115,0,4.7535901911063645
thecortesclan,2023-08-18 01:44:45,64,0,4.174387269895637
moe.makes.magick,2023-08-18 02:21:29,109,0,4.700480365792417
maman__sereine,2023-08-18 08:21:09,126,0,4.844187086458591
landladyadaogidi,2023-08-18 09:03:13,21,0,3.091042453358316
lifetaketwo,2023-08-18 12:08:01,108,0,4.6913478822291435
thecortesclan,2023-08-18 15:21:17,88,0,4.48863636973214
moe.makes.magick,2023-08-18 16:35:11,141,0,4.955827057601261
thecortesclan,2023-08-18 16:54:06,94,0,4.553876891600541
landladyadaogidi,2023-08-18 17:39:58,15,0,2.772588722239781
estiana90empire,2023-08-18 20:21:12,64,0,4.174387269895637
yelenamyshko,2023-08-18 20:46:17,5,0,1.791759469228055
senecasky,2023-08-18 21:03:46,1,1,0.6931471805599453
estiana90empire,2023-08-18 21:09:28,51,0,3.9512437185814275
yelenamyshko,2023-08-18 21:17:24,5,0,1.791759469228055
estiana90empire,2023-08-18 21:27:48,70,0,4.2626798770413155
littlehouseonthepasture,2023-08-18 21:38:44,76,1,4.343805421853684
estiana90empire,2023-08-18 21:44:02,57,0,4.060443010546419
locdthugga,2023-08-18 22:23:42,37,0,3.6375861597263857
patriotic.peace,2023-08-18 23:51:50,72,1,4.290459441148391
locdthugga,2023-08-19 00:37:59,28,0,3.367295829986474
estiana90empire,2023-08-19 07:16:50,36,0,3.6109179126442243
estiana90empire,2023-08-19 07:25:00,67,1,4.219507705176107
estiana90empire,2023-08-19 07:42:34,58,0,4.07753744390572
estiana90empire,2023-08-19 07:58:40,57,0,4.060443010546419
maman__sereine,2023-08-19 09:36:48,227,0,5.429345628954441
yelenamyshko,2023-08-19 10:07:07,5,0,1.791759469228055
fama_kente,2023-08-19 12:04:54,33,1,3.5263605246161616
lifetaketwo,2023-08-19 12:37:28,521,0,6.257667587882639
littlehouseonthepasture,2023-08-19 14:42:37,56,1,4.04305126783455
stayzontopp,2023-08-19 15:21:34,50,1,3.9318256327243257
locdthugga,2023-08-19 15:54:18,20,0,3.044522437723423
yelenamyshko,2023-08-19 16:59:02,6,0,1.9459101490553132
btokbeauty2,2023-08-19 17:03:19,26,1,3.295836866004329
yelenamyshko,2023-08-19 21:34:57,6,0,1.9459101490553132
yelenamyshko,2023-08-19 21:48:17,5,0,1.791759469228055
theblazed_homemaker,2023-08-19 21:58:05,40,0,3.713572066704308
moe.makes.magick,2023-08-19 23:16:36,1737,0,7.460490305825338
locdthugga,2023-08-19 23:39:52,63,0,4.1588830833596715
thymeandtenderness,2023-08-19 23:41:29,26653,0,10.190694512139672
moe.makes.magick,2023-08-20 01:25:57,92,0,4.532599493153256
maman__sereine,2023-08-20 07:10:50,779,0,6.659293919683638
zmeweddings,2023-08-20 07:48:53,43,1,3.784189633918261
zmeweddings,2023-08-20 07:53:58,32,1,3.4965075614664802
zmeweddings,2023-08-20 07:58:15,40,0,3.713572066704308
zmeweddings,2023-08-20 08:02:20,34,0,3.5553480614894135
maman__sereine,2023-08-20 13:05:25,87,0,4.477336814478207
locdthugga,2023-08-20 13:33:52,35,0,3.58351893845611
stayzontopp,2023-08-20 14:54:27,79,1,4.382026634673881
littlehouseonthepasture,2023-08-20 15:15:06,108,1,4.6913478822291435
lifetaketwo,2023-08-20 16:27:12,436,0,6.07993319509559
yelenamyshko,2023-08-20 16:31:35,7,0,2.0794415416798357
patriotic.peace,2023-08-20 16:35:43,220,0,5.3981627015177525
moe.makes.magick,2023-08-20 17:00:18,249,0,5.521460917862246
nikkyevent,2023-08-20 19:12:57,414,0,6.028278520230698
theblazed_homemaker,2023-08-20 19:22:50,23,0,3.1780538303479458
nikkyevent,2023-08-20 19:32:42,78,0,4.3694478524670215
locdthugga,2023-08-20 20:11:03,35,0,3.58351893845611
aberrywonderfullife,2023-08-20 21:42:07,51,1,3.9512437185814275
estiana90empire,2023-08-20 21:43:00,36,0,3.6109179126442243
theblazed_homemaker,2023-08-21 00:56:18,41,0,3.7376696182833684
mrsarialewis,2023-08-21 02:14:40,130,0,4.875197323201151
fama_kente,2023-08-21 08:31:38,52,1,3.970291913552122
landladyadaogidi,2023-08-21 09:19:41,5,0,1.791759469228055
yelenamyshko,2023-08-21 10:39:09,8,0,2.1972245773362196
maman__sereine,2023-08-21 12:20:10,205,0,5.327876168789581
yelenamyshko,2023-08-21 12:31:39,4,0,1.6094379124341003
yelenamyshko,2023-08-21 13:56:54,3,0,1.3862943611198906
theblazed_homemaker,2023-08-21 14:10:17,36,0,3.6109179126442243
myllagh,2023-08-21 16:11:42,82,1,4.418840607796598
theblazed_homemaker,2023-08-21 16:24:00,8,0,2.1972245773362196
thymeandtenderness,2023-08-21 16:44:32,637,0,6.45833828334479
theblazed_homemaker,2023-08-21 18:45:59,25,0,3.258096538021482
yelenamyshko,2023-08-21 19:57:52,3,0,1.3862943611198906
yelenamyshko,2023-08-21 20:57:47,2,0,1.0986122886681098
thymeandtenderness,2023-08-21 22:37:03,86,0,4.465908118654584
stephies_kente_parlour,2023-08-21 22:47:28,7,1,2.0794415416798357
locdthugga,2023-08-22 01:40:47,28,0,3.367295829986474
locdthugga,2023-08-22 01:54:29,34,0,3.5553480614894135
maman__sereine,2023-08-22 07:38:30,273,0,5.6131281063880705
yelenamyshko,2023-08-22 07:52:06,5,0,1.791759469228055
theweddingguest,2023-08-22 08:03:03,21,1,3.091042453358316
yelenamyshko,2023-08-22 08:38:57,2,0,1.0986122886681098
yelenamyshko,2023-08-22 08:50:37,2,0,1.0986122886681098
fama_kente,2023-08-22 08:53:35,77,1,4.356708826689592
yelenamyshko,2023-08-22 08:54:33,3,0,1.3862943611198906
yelenamyshko,2023-08-22 09:14:22,3,0,1.3862943611198906
stayzontopp,2023-08-22 11:23:11,85,1,4.454347296253507
maman__sereine,2023-08-22 12:19:28,1766,0,7.4770384723196965
mrsarialewis,2023-08-22 13:28:10,125,1,4.836281906951478
myllagh,2023-08-22 14:02:54,48,1,3.8918202981106265
landladyadaogidi,2023-08-22 16:12:48,5,0,1.791759469228055
landladyadaogidi,2023-08-22 16:29:02,3,0,1.3862943611198906
landladyadaogidi,2023-08-22 16:39:46,7,0,2.0794415416798357
landladyadaogidi,2023-08-22 16:54:13,5,0,1.791759469228055
landladyadaogidi,2023-08-22 17:08:53,4,0,1.6094379124341003
thymeandtenderness,2023-08-22 17:36:14,207,0,5.337538079701318
landladyadaogidi,2023-08-22 17:36:27,4,0,1.6094379124341003
landladyadaogidi,2023-08-22 17:45:17,12,0,2.5649493574615367
yelenamyshko,2023-08-22 19:59:58,4,0,1.6094379124341003
yelenamyshko,2023-08-22 20:39:03,2,0,1.0986122886681098
zmeweddings,2023-08-22 21:11:26,316,0,5.75890177387728
yelenamyshko,2023-08-22 21:15:57,4,0,1.6094379124341003
yelenamyshko,2023-08-22 22:12:23,3,0,1.3862943611198906
mrsarialewis,2023-08-22 22:30:20,851,1,6.747586526829315
mrs.blancarte,2023-08-22 23:57:42,203,1,5.318119993844216
nikkyevent,2023-08-23 00:47:32,2951,0,7.990238185720363
nikkyevent,2023-08-23 00:53:48,95,0,4.564348191467836
landladyadaogidi,2023-08-23 01:10:15,3,0,1.3862943611198906
landladyadaogidi,2023-08-23 01:32:15,4,0,1.6094379124341003
landladyadaogidi,2023-08-23 01:45:25,5,0,1.791759469228055
maman__sereine,2023-08-23 06:56:04,90,0,4.51085950651685
maman__sereine,2023-08-23 07:06:55,347,0,5.8522024797744745
landladyadaogidi,2023-08-23 09:00:48,8,0,2.1972245773362196
landladyadaogidi,2023-08-23 09:03:06,4,0,1.6094379124341003
landladyadaogidi,2023-08-23 09:21:19,2,0,1.0986122886681098
landladyadaogidi,2023-08-23 09:29:08,5,0,1.791759469228055
btokbeauty2,2023-08-23 09:42:55,6,1,1.9459101490553132
theweddingguest,2023-08-23 09:54:25,31,1,3.4657359027997265
mrsarialewis,2023-08-23 13:07:54,193,1,5.267858159063328
theblazed_homemaker,2023-08-23 14:00:30,39,0,3.6888794541139363
stephies_kente_parlour,2023-08-23 14:33:23,3,1,1.3862943611198906
myllagh,2023-08-23 15:42:30,40,1,3.713572066704308
locdthugga,2023-08-23 15:46:20,69,0,4.248495242049359
theblazed_homemaker,2023-08-23 17:29:22,9,1,2.302585092994046
zmeweddings,2023-08-23 17:35:01,21,1,3.091042453358316
mrs.blancarte,2023-08-23 17:35:14,48,0,3.8918202981106265
zmeweddings,2023-08-23 17:37:03,11,1,2.4849066497880004
zmeweddings,2023-08-23 17:41:07,17,1,2.8903717578961645
mrs.blancarte,2023-08-23 17:42:42,20,1,3.044522437723423
lifetaketwo,2023-08-23 18:52:43,218,0,5.389071729816501
myllagh,2023-08-23 19:04:56,52,1,3.970291913552122
yelenamyshko,2023-08-23 19:05:04,2,0,1.0986122886681098
yelenamyshko,2023-08-23 19:45:49,2,0,1.0986122886681098
yelenamyshko,2023-08-23 20:10:37,5,0,1.791759469228055
yelenamyshko,2023-08-23 20:34:50,2,0,1.0986122886681098
senecasky,2023-08-23 21:43:12,2,0,1.0986122886681098
estiana90empire,2023-08-23 22:34:39,41,0,3.7376696182833684
estiana90empire,2023-08-23 23:32:30,139,0,4.941642422609304
moe.makes.magick,2023-08-24 01:02:38,1240,0,7.123672785204607
zmeweddings,2023-08-24 01:08:55,289,1,5.66988092298052
milushbridalfans,2023-08-24 03:27:02,44,1,3.8066624897703196
maman__sereine,2023-08-24 08:06:54,441,0,6.091309882077698
theweddingguest,2023-08-24 09:25:39,46,1,3.8501476017100584
fama_kente,2023-08-24 09:35:08,16,1,2.833213344056216
yelenamyshko,2023-08-24 09:53:33,4,0,1.6094379124341003
yelenamyshko,2023-08-24 10:17:54,2,0,1.0986122886681098
estiana90empire,2023-08-24 11:21:26,30,0,3.4339872044851463
fama_kente,2023-08-24 11:32:36,31,1,3.4657359027997265
littlehouseonthepasture,2023-08-24 13:06:08,45,1,3.828641396489095
mrsarialewis,2023-08-24 13:28:41,67,0,4.219507705176107
theblazed_homemaker,2023-08-24 16:23:36,34,1,3.5553480614894135
myllagh,2023-08-24 16:38:02,101,1,4.624972813284271
estiana90empire,2023-08-24 16:48:21,38,0,3.6635616461296463
yelenamyshko,2023-08-24 17:03:17,2,0,1.0986122886681098
thekinkerbelle007,2023-08-24 17:16:15,486,0,6.18826412308259
thekinkerbelle007,2023-08-24 17:31:16,38,0,3.6635616461296463
stayzontopp,2023-08-24 17:56:17,84,1,4.442651256490317
thekinkerbelle007,2023-08-24 18:26:15,30,0,3.4339872044851463
yelenamyshko,2023-08-24 18:39:56,2,0,1.0986122886681098
yelenamyshko,2023-08-24 18:52:11,1,0,0.6931471805599453
yelenamyshko,2023-08-24 19:20:56,2,0,1.0986122886681098
landladyadaogidi,2023-08-24 19:23:27,6,0,1.9459101490553132
estiana90empire,2023-08-24 19:23:49,30,0,3.4339872044851463
yelenamyshko,2023-08-24 19:59:52,2,0,1.0986122886681098
thymeandtenderness,2023-08-24 20:10:24,268,0,5.594711379601839
thekinkerbelle007,2023-08-24 20:55:34,72,0,4.290459441148391
littlehouseonthepasture,2023-08-24 21:19:11,31,1,3.4657359027997265
nikkyevent,2023-08-24 22:41:14,120,0,4.795790545596741
lifetaketwo,2023-08-24 22:54:49,247,0,5.5134287461649825
mrsarialewis,2023-08-24 23:07:41,1335,1,7.197435354096591
lifetaketwo,2023-08-24 23:49:22,295,0,5.69035945432406
lifetaketwo,2023-08-25 02:11:29,258,0,5.556828061699537
moe.makes.magick,2023-08-25 02:31:13,222,0,5.407171771460119
theweddingguest,2023-08-25 06:21:50,88,1,4.48863636973214
maman__sereine,2023-08-25 06:50:32,163,0,5.099866427824199
yelenamyshko,2023-08-25 09:14:36,2,0,1.0986122886681098
yelenamyshko,2023-08-25 09:26:03,4,0,1.6094379124341003
estiana90empire,2023-08-25 09:43:38,35,1,3.58351893845611
yelenamyshko,2023-08-25 10:08:58,2,0,1.0986122886681098
landladyadaogidi,2023-08-25 10:32:54,4,0,1.6094379124341003
landladyadaogidi,2023-08-25 10:37:21,5,0,1.791759469228055
yelenamyshko,2023-08-25 10:40:25,2,0,1.0986122886681098
yelenamyshko,2023-08-25 10:58:25,6,0,1.9459101490553132
yelenamyshko,2023-08-25 11:08:49,3,0,1.3862943611198906
yelenamyshko,2023-08-25 12:44:38,2,0,1.0986122886681098
yelenamyshko,2023-08-25 12:59:11,3,0,1.3862943611198906
yelenamyshko,2023-08-25 14:08:09,8,0,2.1972245773362196
mrsarialewis,2023-08-25 15:09:31,244,0,5.501258210544727
emergingmotherhood,2023-08-25 16:19:48,124,0,4.8283137373023015
thekinkerbelle007,2023-08-25 16:28:04,57,0,4.060443010546419
thekinkerbelle007,2023-08-25 16:57:33,40,0,3.713572066704308
theblazed_homemaker,2023-08-25 17:00:48,22,1,3.1354942159291497
theblazed_homemaker,2023-08-25 17:35:27,4,0,1.6094379124341003
yelenamyshko,2023-08-25 19:32:50,5,0,1.791759469228055
yelenamyshko,2023-08-25 19:43:12,6,0,1.9459101490553132
thekinkerbelle007,2023-08-25 19:47:19,84,0,4.442651256490317
moe.makes.magick,2023-08-25 20:06:35,212,0,5.3612921657094255
thekinkerbelle007,2023-08-25 20:11:06,163,0,5.099866427824199
thekinkerbelle007,2023-08-25 20:20:25,55,0,4.02535169073515
thekinkerbelle007,2023-08-25 21:07:40,24,0,3.2188758248682006
thekinkerbelle007,2023-08-25 21:14:25,55,0,4.02535169073515
locdthugga,2023-08-26 00:35:18,37,0,3.6375861597263857
thekinkerbelle007,2023-08-26 02:25:40,9,0,2.302585092994046
thekinkerbelle007,2023-08-26 03:04:01,52,0,3.970291913552122
mrsarialewis,2023-08-26 03:32:02,123,1,4.820281565605037
maman__sereine,2023-08-26 08:28:44,44,0,3.8066624897703196
maman__sereine,2023-08-26 09:14:06,226,0,5.424950017481403
maman__sereine,2023-08-26 09:43:07,71,0,4.276666119016055
mrsarialewis,2023-08-26 14:22:40,488,1,6.192362489474872
locdthugga,2023-08-26 15:41:14,29,0,3.4011973816621555
locdthugga,2023-08-26 16:31:32,49,0,3.912023005428146
littlehouseonthepasture,2023-08-26 18:26:27,70,1,4.2626798770413155
yelenamyshko,2023-08-26 18:32:55,2,0,1.0986122886681098
yelenamyshko,2023-08-26 18:48:24,4,0,1.6094379124341003
thekinkerbelle007,2023-08-26 18:57:50,43,0,3.784189633918261
yelenamyshko,2023-08-26 19:00:27,3,0,1.3862943611198906
estiana90empire,2023-08-26 19:05:47,23,0,3.1780538303479458
estiana90empire,2023-08-26 19:10:38,29,1,3.4011973816621555
senecasky,2023-08-26 19:21:51,2,0,1.0986122886681098
yelenamyshko,2023-08-26 19:41:28,6,0,1.9459101490553132
yelenamyshko,2023-08-26 19:50:39,7,0,2.0794415416798357
yelenamyshko,2023-08-26 20:09:26,3,0,1.3862943611198906
senecasky,2023-08-26 22:33:29,0,0,0.0
lifetaketwo,2023-08-27 00:14:42,325,0,5.786897381366708
littlehouseonthepasture,2023-08-27 02:29:08,123,1,4.820281565605037
lifetaketwo,2023-08-27 03:27:52,358,0,5.883322388488279
zmeweddings,2023-08-27 04:47:46,37,0,3.6375861597263857
zmeweddings,2023-08-27 04:49:50,340,0,5.831882477283517
zmeweddings,2023-08-27 04:52:26,52,0,3.970291913552122
zmeweddings,2023-08-27 05:23:38,51,0,3.9512437185814275
zmeweddings,2023-08-27 05:25:14,41,0,3.7376696182833684
zmeweddings,2023-08-27 05:28:09,48,0,3.8918202981106265
zmeweddings,2023-08-27 05:31:41,43,0,3.784189633918261
nikkyevent,2023-08-27 06:20:37,168,0,5.1298987149230735
nikkyevent,2023-08-27 06:28:28,112,0,4.727387818712341
